name,manufacturer
대한황산마그네슘주사액50%,대한약품공업(주)
프로핸스주(가도테리돌),브라코이미징코리아(유)
아리아디에스정,진양제약(주)
멀티블루5주,(주)라이트팜텍
엠파글로정10밀리그램(엠파글리플로진),(주)화이트생명과학
아세트펜프리믹스주(아세트아미노펜),에이치케이이노엔(주)
부포닌정5밀리그램(부스피론염산염),(주)이든파마
니라벤캡슐(니푸록사지드)(수출용),(주)에이프로젠바이오로직스
한신황련해독탕정(단미엑스혼합제),(주)한국신약
제로시드정40/1100밀리그램,아주약품(주)
이지토린정10/10밀리그램,한국프라임제약(주)
바르핀케어네일라카(시클로피록스),동성제약(주)
이부톡톡크림(이부프로펜피코놀),주식회사더유제약
올페인주사액(네포팜염산염),(주)한국팜비오
브로멜신정,성이바이오제약주식회사
경방평위산산(단미엑스혼합제),경방신약(주)
벨킨주3.5밀리그램(보르테조밉삼합체),(주)보령
프로핀카정(피나스테리드),대원바이오텍주식회사
원콜드올코프액,(주)씨엠지제약
리바그민패취10(리바스티그민),제일약품(주)
"글레린듀오서방정5/1000밀리그램(리나글립틴,메트포르민)",(주)이든파마
하나도부타민염산염주사,하나제약(주)
비알덱시펜시럽(덱시부프로펜),(주)보령바이오파마
카나리스정100mg(카르두스마리아누스엑스)(수출용)(수출명:SUNAREXTabs.100mgWELLIVERTabs.),(주)테라젠이텍스
이오솔주320(이오버솔)(수출용),(주)오스코리아제약
동성정로환에프환,동성제약(주)
암로비카에이치씨티정5/40/12.5밀리그램,동국제약(주)
펠라카민시럽(펠라고니움시도이데스11%에탄올추출물(1→8~10)·글리세린혼합액(8:2)),제일약품(주)
바제펜플러스정,동국제약(주)
아트로젯정10/10밀리그램,(주)비보존제약
오소플루콜드산,주식회사 제이비케이랩
대우트라마돌염산염캡슐(수출명:말직캡슐),대우제약(주)
유로레보정250mg(레보플록사신수화물),신신제약(주)
노통펜쿨정(수출용),(주)마더스제약
유니페낙주(디클로페낙나트륨) (수출명:ALFENAL Inj),한국유니온제약(주)
아킨지오주,에이치케이이노엔(주)
아시콜크림(아시클로버),주식회사제뉴원사이언스
스카이셀플루4가주(세포배양인플루엔자표면항원백신)(수출용),에스케이바이오사이언스(주)
타오르정20밀리그램(타다라필),(주)대웅제약
프레드루체점안액(프레드니솔론아세테이트),(주)씨엠지제약
텔미프리정40밀리그램(텔미사르탄),주식회사케이에스제약
원삼소음액,경진제약(주)
그린와이나플러스액(글루타랄콘센트레이트),(주)그린제약
동아제약D-판테놀연고,동아제약(주)
킨텔레스프리필드시린지주(베돌리주맙),한국다케다제약(주)
파인큐나프록센현탁액,대원바이오텍주식회사
프리폴-엠시티주2%(프로포폴),대원제약(주)
모가프텐트로키(플루르비프로펜),동화약품(주)
하이듀점안액0.15%(히알루론산나트륨)(1회용)(수출용),(주)킴스제약
테르탄정40mg(텔미사르탄),대한뉴팜(주)
휴메딕스은행엽건조엑스주사(수출용),(주)휴메딕스
로잘포스정5/50밀리그램,제이더블유중외제약(주)
심란디프리필드시린지주80mg/0.8mL(아달리무맙),알보젠코리아(주)
주블리엠외용액(에피나코나졸),(주)마더스제약
트리렙탈현탁액6%(옥스카르바제핀),한국노바티스(주)
"엑스포지정 10/160밀리그램(암로디핀베실산염, 발사르탄)",한국노바티스(주)
에이플루산제30밀리그램(오셀타미비르인산염),(주)보령바이오파마
뉴세페낙정100밀리그램(아세클로페낙),안국뉴팜(주)
히드랄주(히드랄라진염산염)(수출용),(주)제일제약
장노말정(알리벤돌)(수출용)(수출명:CBIFUZON TAB.),천우신약(주)
네오퀸크림4%(히드로퀴논),(주)나노팜
경방행소탕산(단미엑스혼합제),경방신약(주)
크네마정(비페닐디메칠디카르복실레이트)(수출용),(주)한국파마
밸런스루브리컨트점안액(수출용),대우제약(주)
엔티오메정40밀리그램(에스오메프라졸마그네슘이수화물),(주)셀비온
한풍평위산연조엑스(단미엑스혼합제),(유)한풍제약
대한뉴팜판토프라졸정(판토프라졸나트륨세스키히드레이트)(수출용),대한뉴팜(주)
센스지크림,주식회사더유제약
에이치엘비토파시티닙정10밀리그램(토파시티닙시트르산염),에이치엘비제약(주)
일이관지반하사심탕과립(반하사심탕엑스과립),(주)알피바이오
할로크로신정(히드록시클로로퀸설페이트)(수출용),한국코러스(주)
케이파이위보왕산,(유)한풍제약
단일가스켐의료용이산화탄소,단일가스켐(주)
에스팔몬정(리마프로스트알파덱스),영풍제약(주)
사이폴-엔연질캡슐50밀리그램(사이클로스포린)(수출용),(주)종근당
감콜데이나이트정(수출용),(주)마더스제약
리토르정20mg(아토르바스타틴칼슘삼수화물),대원바이오텍주식회사
비민렌연질캡슐(수출용),알파제약(주)
크레스토정10밀리그램(로수바스타틴칼슘),한국아스트라제네카(주)
올로비드엠점안액0.7%(올로파타딘염산염),(주)마더스제약
"엠플진메트정12.5/500밀리그램(엠파글리플로진,메트포르민염산염)",동국제약(주)
탐신서방정0.2밀리그램(탐스로신염산염),(주)씨엠지제약
우리빅스정(클로피도그렐황산염),(주)팜젠사이언스
레보플정500밀리그램(레보플록사신수화물)(수출용),한국프라임제약(주)
인터메딕세프라딘주1g(수출용)(수출명:BIOSCLORInj.),천우신약(주)
"베비맥시럽(딸기향,포도향)",맥널티제약(주)
타미르캡슐30mg(오셀타미비르인산염),삼천당제약(주)
조아포인트플라스타,조아제약(주)
콜콜콜드연질캡슐,조아제약(주)
피오론정15밀리그램(피오글리타존염산염),(주)한국파비스제약
디페렐린피알주11.25밀리그람(파모산트립토렐린),입센코리아(주)
엠파정10밀리그램(엠파글리플로진),삼성제약(주)
하이크라듀오시럽[(아목시실린·클라불란산칼륨)(7:1)],한국휴텍스제약(주)
세렉스캡슐(세레콕시브),(주)하원제약
삼성레보플록사신주(레보플록사신수화물),삼성제약(주)
뉴비카플러스정5/40/12.5밀리그램,대한뉴팜(주)
헥시클렌브러쉬액(클로르헥시딘글루콘산염 액),(주)퍼슨
제이비케이용담사간탕엑스과립,주식회사 제이비케이랩
한신공진단,(주)한국신약
아목클정375밀리그램(아목시실린·클라불란산칼륨),대한뉴팜(주)
록솔씨시럽,삼아제약(주)
푸루코날정150밀리그램(플루코나졸),(주)보령바이오파마
한풍향사육군자탕엑스과립,(유)한풍제약
티우라실정(프로필티오우라실)(수출용),(주)바스칸바이오제약
신풍스펙티노마이신주(스펙티노마이신염산염수화물)(수출용),신풍제약(주)
오스틴당귀작약산환,오스틴제약(주)
나자타손나잘스프레이(모메타손푸로에이트),알보젠코리아(주)
타로신서방정0.2밀리그램(탐스로신염산염),대한뉴팜(주)
네오목신크림(수출용),주식회사제뉴원사이언스
한풍반하사심탕산(단미엑스혼합제),(유)한풍제약
삼아리도멕스크림(프레드니솔론발레로아세테이트),삼아제약(주)
비타비원주(티아민염산염)(수출용),대한약품공업(주)
보령헤모시스비엘액(탄산수소나트륨),(주)보령
독소루신주10mg(독소루비신염산염)(수출용),한국코러스(주)
오큐베리정(빌베리건조엑스),(주)인트로바이오파마
타다포스정20mg(타다라필),(주)유한양행
한신한스콜에스캡슐,(주)한국신약
경진천왕보심단,경진제약(주)
프리세펜주사(아세트아미노펜),동국제약(주)
"옥트린라르주사10밀리그램(옥트레오티드아세트산염_x000D_
)(수출용)",동국제약(주)
베나니액,(주)텔콘알에프제약
플루아드쿼드프리필드시린지(인플루엔자표면항원MF59C.1어쥬번트백신),씨에스엘코리아(유)
한풍삼소음액,(유)한풍제약
뉴럭스주(클로스트리디움보툴리눔독소A형),(주)뉴메코
트롤주(트라마돌염산염),대한약품공업(주)
온글라이자정5밀리그램(삭사글립틴수화물),한국아스트라제네카(주)
싸이신알파주(싸이모신알파1),(주)한국파비스제약
진녹천액,제일헬스사이언스(주)
계안겔(수출용),동아제약(주)
자렐로정10밀리그램(리바록사반),(주)일화
베아렌투엑스정(애엽95%에탄올연조엑스(20→1)),대웅바이오(주)
큐메타손크림(모메타손푸로에이트),주식회사큐엘파마
편감원액(갈근탕),(유)한풍제약
정우반하사심탕산(단미엑스혼합제),정우신약(주)
렉설티정4밀리그램(브렉스피프라졸)(수출용),한국오츠카제약(주)
한신팔물탕산(단미엑스혼합제),(주)한국신약
히알아인점안액(히알루론산나트륨),주식회사제뉴원사이언스
비씨모르핀황산염수화물주사1mg/mL(바이알),(주)비씨월드제약
글루코파지정1000밀리그램(메트포르민염산염),머크(주)
서흥비타민E400아이유연질캡슐(비타민E)(수출용)(수출명:VitaminE 400IU),(주)서흥
무노발정2.5밀리그람(펠로디핀),(주)한독
뉴로징코정240밀리그램(은행엽건조엑스),대원제약(주)
바다넴정150밀리그램(바다두스타트),미쓰비시다나베파마코리아주식회사
바이엘아스피린정500밀리그람,바이엘코리아(주)
텔미르정80밀리그램(텔미사르탄),한림제약(주)
할라벤주(에리불린메실산염),한국에자이(주)
에피듀오포르테겔0.3%/2.5%(아다팔렌/과산화벤조일),갈더마코리아(주)
이텍스아미카신주500밀리그램(아미카신황산염)(수출용),(주)테라젠이텍스
투엑스비엠큐정,제일헬스사이언스(주)
마그신정(수출용)(수출명:대우마그네슘비6정),대우제약(주)
이디셉트액(과산화수소수35%),주식회사삼현제약
바이스타정10/10mg,진양제약(주)
삼천당두타스테리드연질캡슐0.5밀리그램,삼천당제약(주)
시타바엠정50/500밀리그램,(주)에이프로젠바이오로직스
아이월드평위산엑스과립,(주)아이월드제약
엠파맥스정10밀리그램(엠파글리플로진L-프롤린),(주)종근당
대한칼시톨주(파리칼시톨),대한약품공업(주)
쎌스톤크림,(주)한국파마
신풍리팜피신정300밀리그람(수출용),신풍제약(주)
히알큐점안액0.18%(히알루론산나트륨)(1회용),일동제약(주)
제일알벤다졸정,제일헬스사이언스(주)
로스톤정20밀리그램(로수바스타틴칼슘),(주)휴온스
다비란캡슐150mg(다비가트란에텍실레이트),삼진제약(주)
세토펜정80밀리그램(아세트아미노펜),삼아제약(주)
"엠파릴듀오서방정10/1000밀리그램(엠파글리플로진,메트포르민)",아주약품(주)
엘피스캡슐(에르도스테인),미래바이오제약(주)
"라베가드정10/600밀리그램(라베프라졸나트륨,침강탄산칼슘)",(주)대웅제약
제로프리액(시메티콘),맥널티제약(주)
마이녹실겔5%(미녹시딜),현대약품(주)
에브리스디건조시럽0.75mg/mL(리스디플람),(주)한국로슈
한신익위승양탕산(단미엑스혼합제),(주)한국신약
락토큐정,에스케이케미칼(주)
듀카디핀정60/2.5밀리그램,(주)일화
물린더겔,(주)퍼슨
한신맥담엑스과립(맥문동탕엑스과립),(주)한국신약
피알탑플라스타(피록시캄),대화제약(주)
큐토젯정10/40밀리그램,주식회사큐엘파마
크바젯정10/5밀리그램,(주)팜젠사이언스
파마벤라팍신서방캡슐37.5밀리그램(벤라팍신염산염),(주)한국파마
용각산다이렉트스틱(수출용),(주)보령
아이코솔시럽(아이비엽70%에탄올유동엑스),조아제약(주)
베라틴스크랍액(포비돈요오드),하이플생명과학(주)
티엔코프연질캡슐,코스맥스파마(주)
경동니세르골린정30밀리그램,경동제약(주)
바이콜시럽,(주)동구바이오제약
헤미푸롤정5밀리그람(비소프롤롤푸마르산염),삼천당제약(주)
비바골드액(L-아스파르트산-L-아르기닌수화물),(주)넥스팜코리아
대한적십자사대전세종충남혈액원신선동결혈장(신선동결혈장),대한적십자사 대전·세종·충남혈액원
스타펜캡슐,한림제약(주)
대한염화나트륨-40주사액,대한약품공업(주)
리프레가캡슐50밀리그램(프레가발린)(수출용),(주)셀트리온제약
휴페라플루주(페라미비르수화물),(주)휴온스
리피탄정20밀리그램(아토르바스타틴칼슘수화물),맥널티제약(주)
바실루비산,건일바이오팜주식회사
플렉스캡슐150mg(플루코나졸),(주)씨엠지제약
토피스정25밀리그램(토피라메이트),영풍제약(주)
소그로야프리필드펜15mg/1.5mL(소마파시탄),노보노디스크제약(주)
엠글리듀오정5/1000밀리그램,한국프라임제약(주)
아토르큐젯정10/40밀리그램,영풍제약(주)
징코에이스정(은행엽건조엑스),동방에프티엘(주)
글리돈과립(작약감초탕),(유)한풍제약
비트락비액(라로트렉티닙황산염),바이엘코리아(주)
손바렌크림(우레아),조아제약(주)
시스타단산(베타인무수물),(주)삼오제약
신텍스맥기(맥문동탕)엑스과립,한국신텍스제약(주)
레보스타점안액1.5%(레보플록사신수화물),삼천당제약(주)
글로베타주(디클로페낙베타디메틸아미노에탄올),(주)킵스바이오파마
모노맥스서방정50밀리그람(이소소르비드5모노니트레이트)(수출용),(주)유유제약
레세티잘액(레보세티리진염산염),(주)종근당
루체엘점안액(레보플록사신),(주)씨엠지제약
원비디액(대만수출용),일양약품(주)
크레오신티외용액1%(클린다마이신포스페이트),(주)한독
보니센주(프리필드)(히알루론산나트륨),대원제약(주)
다포르메트서방정10/500밀리그램,일동제약(주)
메자반트엑스엘장용정1200밀리그램(메살라진),한국다케다제약(주)
코데닝시럽,(주)종근당
힐로니드주(히알루론산나트륨),알보젠코리아(주)
노바텍정(암로디핀말레산염),오스틴제약(주)
라모칸주사액0.3밀리그램(바이알)(라모세트론염산염),(주)경보제약
삼현포비돈요오드세정액,주식회사삼현제약
틴콜시럽(수출용),(주)퍼슨
미야리산엔젤과립,신신제약(주)
케이비스타졸서방캡슐100밀리그램(실로스타졸),(주)경보제약
쿨앤핫컴바인패치(수출용),신신제약(주)
엔바이로과테크네튬산나트륨(99mTc)주사액제너레이터,(주)엔바이로코리아
쏙코프에이연질캡슐,(주)에이프로젠바이오로직스
신신이트라코나졸정100밀리그램(이트라코나졸고체분산체),신신제약(주)
한창멸균포비돈요오드탈지면볼,한창메딕
케이에스의료용질소,주식회사 케이에스테크
글리듀오큐정10/100밀리그램,성이바이오제약주식회사
바이피토정20밀리그램(아토르바스타틴칼슘삼수화물),(주)바이넥스
"피오비아정100/15밀리그램(시타글립틴인산염수화물,피오글리타존염산염)",한국휴텍스제약(주)
안국아픽사반정5밀리그램,안국약품(주)
카리펜정(푸마르산케토티펜)(수출용),대한뉴팜(주)
테살핀정40/5밀리그램,오스틴제약(주)
클로드릴정(클로피도그렐황산수소염),(주)새한제약
아토젯정10/20밀리그램,한국오가논(주)
와이투아토로정20밀리그램(아토르바스타틴칼슘삼수화물),성이바이오제약주식회사
디어큐어점안액(디쿠아포솔나트륨)(1회용),유니메드제약(주)
한신마석환(마행감석탕),(주)한국신약
에스콜론산,알보젠코리아(주)
빈비정,정우신약(주)
와이즈티엔에이주,(주)와이즈메디
슈프라펜정,안국약품(주)
건일이부프로펜연질캡슐400밀리그램,건일제약(주)
프로신정250밀리그램(레보플록사신)(수출용),한국유니온제약(주)
이부펜주(이부프로펜),(주)휴메딕스
대목과립(대황목단피탕엑스과립),(유)한풍제약
케프란점안액(케토티펜푸마르산염)(수출명:케토레그점안액),삼천당제약(주)
하이로손겔1%(히드로코르티손)(수출용),태극제약(주)
프레졸지(에이액),대한약품공업(주)
바이넥스비로텍정(염산세티리진)(수출용),(주)바이넥스
팩펜트나잘스프레이400마이크로그램(펜타닐시트르산염),한국메나리니(주)
크리스탈이부프로펜주,(주)휴온스생명과학
"아토에제정10/10밀리그램(에제티미브,아토르바스타틴칼슘삼수화물)",(주)메디카코리아
영진피도티모드액(수출용),영진약품(주)
스테로신지크림,(주)에이프로젠바이오로직스
인퓨젬주10밀리그램/밀리리터(젬시타빈염산염),리퓨어헬스케어(주)
젬자주200밀리그램(젬시타빈염산염),(주)보령
퓨쳐켐에프디지주사액(2-데옥시-2-플루오로-D-글루코스(18F)액),(주)퓨쳐켐
바클펜정10밀리그램(바클로펜),(주)다산제약
코앤쿨에스나잘스프레이,한미약품(주)
코대원포르테시럽,대원제약(주)
맥페롤에프연질캡슐,코스맥스파마(주)
토스롱액,동성제약(주)
비컴쿨캡슐,경진제약(주)
뉴제닐주(플루마제닐),대한뉴팜(주)
플랑셀크림,대한뉴팜(주)
몬스티패취5(리바스티그민),(주)한국파마
대한뉴팜세푸록심주750밀리그램(세푸록심나트륨)(수출용),대한뉴팜(주)
소마툴린오토젤90밀리그람주사(프리필드)(란레오티드아세테이트),입센코리아(주)
텔로듀오정80/10밀리그램,(주)씨엠지제약
"투베로정30/5밀리그램(피마사르탄칼륨,로수바스타틴)",(주)보령
무조라실쿨크림,일동제약(주)
우진가스텍의료용산소,(주)우진가스텍
디오브이플러스정160/12.5mg,대웅바이오(주)
알파리포에이치알정600mg(티옥트산),(주)휴온스메디텍
명문다모케어정(피나스테리드)(수출용),명문제약(주)
테네디아서방정10/500밀리그램,(주)제뉴파마
"유디카플러스연질캡슐(수출용)
(① UDCA-Plus soft cap. ② ULDESO soft cap. ③ ULDESO-Plus soft cap.)",한국코러스(주)
뉴아토르타정10밀리그램(아토르바스타틴칼슘삼수화물),안국뉴팜(주)
로타젯정10/20밀리그램,신일제약(주)
에리사프리필드주2000IU(에포에틴알파)(수출용),(주)팬젠
알리덤연질캡슐10밀리그램(알리트레티노인),하나제약(주)
버제니오정150밀리그램(아베마시클립),한국릴리(유)
듀오리치서방정10/1000밀리그램,풍림무약(주)
휴온스미다졸람주1mg/ml(수출용),(주)휴온스
알파은행엽엑스연질캡슐(수출용),알파제약(주)
판피린큐콜드액,동아제약(주)
프로원스점안액(라타노프로스트)(1회용),(주)다산제약
동화니세르골린정30밀리그램(니세르골린),동화약품(주)
유비텐정(수출용),태극제약(주)
이프펜에프정,한국신텍스제약(주)
발사벨정160밀리그램(발사르탄),(주)종근당
코러스세푸록심나트륨주750밀리그람(세푸록심나트륨)(수출용),한국코러스(주)
브로민정45밀리그램(브로멜라인),정우신약(주)
퓨리랙스주(히알루로니다제),한화제약(주)
몬테원츄정5mg(몬테루카스트나트륨),(주)보령바이오파마
바이나민주,대한약품공업(주)
아프모겐큐인후스프레이(디클로페낙),코오롱제약(주)
렉설티정0.5밀리그램(브렉스피프라졸)(수출용),한국오츠카제약(주)
코오롱독시사이클린캡슐100mg(독시사이클린하이클레이트수화물)(수출용),코오롱제약(주)
동화엘텐정(에르도스테인),동화약품(주)
한풍갈근해기탕산(단미엑스혼합제),(유)한풍제약
엘사반정5밀리그램(아픽사반),삼진제약(주)
노즈코정,(유)한풍제약
타로암모늄락테이트로션12%(젖산암모늄액),명문제약(주)
베나치오액,동아제약(주)
피록하이겔(피록시캄),진양제약(주)
플루아이점안액0.1%(플루오로메톨론),(주)인트로바이오파마
순쌍화액(쌍화탕액),(주)알피바이오
릴리프에이씨점안액(수출용),한림제약(주)
대한적십자사경남혈액원세척적혈구(세척적혈구),대한적십자사경상남도혈액원
"베나메트서방정0.3/1000밀리그램(이나보글리플로진, 메트포르민염산염)",대웅바이오(주)
서흥캡슐0호,(주)서흥
영풍니페디핀연질캡슐(수출용),영풍제약(주)
펙소스타정80밀리그램(페북소스타트),한미약품(주)
제일제약헤파린나트륨주5000IU/mL(수출용),(주)제일제약
다파시타엠서방정5/50/1000밀리그램,대원제약(주)
센세돌연질캡슐(옥수수불검화정량추출물)(수출용),대우제약(주)
미놀노즈에스점비액,경남제약(주)
자누아틴듀오정50/1000밀리그램,(주)팜젠사이언스
"테바벤다무스틴주25밀리그램(벤다무스틴염산염수화물),테바벤다무스틴주100밀리그램(벤다무스틴염산염수화물)",(주)한독테바
뉴플러스타정40/5밀리그램,안국뉴팜(주)
리쥬베주(자하거추출물),(주)휴온스
스크랫치테스트용알러젠추출물,(주)원메디칼
인베가서스티나주사156mg(팔리페리돈팔미테이트),(주)한국얀센
세트리손주1000밀리그램(세프트리악손나트륨수화물)(수출명:비-세프트론),한올바이오파마(주)
플로실 헤모스태틱 매트릭스,주식회사박스터코리아
"트리나엠서방정2.5/1000밀리그램(리나글립틴, 메트포르민)",(주)일화
정우연교패독산연조엑스(단미엑스혼합제),정우신약(주)
콤린정(염산부플로메딜)(수출용),(주)에이프로젠바이오로직스
피알푸르설티아민주(푸르설티아민염산염),(주)파마리서치
한바에토젯정10/40밀리그램,한국바이오켐제약(주)
이소티닌연질캡슐(이소트레티노인)(수출용),한국프라임제약(주)
브이알정20/160밀리그램,동광제약(주)
록소페닌정(록소프로펜나트륨수화물),지엘파마(주)
이달비정80밀리그램(아질사르탄메독소밀칼륨),(주)셀트리온제약
로수바틴정5밀리그램(로수바스타틴칼슘),진양제약(주)
맥그론과립(맥문동탕),(유)한풍제약
리버엔에프연질캡슐,(주)서흥
"트라케이듀오서방정5/1000밀리그램(리나글립틴,메트포르민염산염)",주식회사제뉴원사이언스
이베클로크림,태극제약(주)
렉사신정100mg(레보플록사신)(수출용)(수출명: ① Lexacin Tab. 100mg ② Levorex Tab.100mg ③ Levofloxacin-Asteria Tab.100mg),한국코러스(주)
칸타벨정16/5밀리그램,(주)종근당
올르메틴정20/20밀리그램,주식회사제뉴원사이언스
모노퍼주(철이소말토시드착염),(주)한국팜비오
콰이치정100밀리그램(쿠에티아핀푸마르산염),유니메드제약(주)
마운자로프리필드펜주7.5밀리그램/0.5밀리리터(터제파타이드),한국릴리(유)
유리가트정80밀리그램(페북소스타트),(주)유유제약
트라젠트듀오정2.5/1000밀리그램,(주)화이트생명과학
도미나라이트크림(히드로퀴논),태극제약(주)
듀라토신알티에스주(카르베토신),한국페링제약(주)
글리프릴정(글리메피리드),(주)한국파마
뉴칼로틴정(L-카르니틴)(수출용),(주)바이넥스
도네린정23밀리그램(도네페질염산염수화물),(주)휴온스생명과학
쿨앤핫페인패치(수출용),신신제약(주)
슈도에바스트서방캡슐,삼천당제약(주)
그라신프리필드시린지주(필그라스팀),디케이에스에이치코리아(주)
크린다신정(염산클린다마이신)(수출용),(주)바스칸바이오제약
아크로낙정(아세클로페낙),조아제약(주)
올비틸플러스디시럽,영진약품(주)
석전의료용질소,석전의료공업(주)
보드란크림(우레아),(주)에이프로젠바이오로직스
엔카인크림(수출용),주식회사제뉴원사이언스
오큐올로점안액0.7%(올로파타딘염산염),삼일제약(주)
제테마더톡신주200U(클로스트리디움보툴리눔독소A형)(수출용),(주)제테마
환인피타바스타틴정1밀리그램(피타바스타틴칼슘)(수출용)(수출명: WIE-1906),환인제약(주)
비씨펜타닐시트르산염주사(바이알)(수출용),주|비씨월드제약
리트라젠듀오정2.5/500mg,위더스제약(주)
스트롱샷연질캡슐(이부프로펜),경방신약(주)
위더굿구강붕해필름20밀리그램(타다라필),위더스제약(주)
"로미텔정80/10밀리그램(텔미사르탄,로수바스타틴칼슘)",코오롱제약(주)
세짐주1그람(세프타지딤수화물)(수출명:타지뎀주1g)(수출용),삼천당제약(주)
일양나프티핀염산염크림,일양약품(주)
바르지오원스외용액(테르비나핀염산염),동화약품(주)
카베씨티정12.5mg(카르베딜롤),(주)씨티씨바이오
콘세라정,메딕스제약(주)
알기닉액(L-아스파르트산-L-아르기닌수화물),(주)티디에스팜
크린빅스정(클로피도그렐황산염),삼천당제약(주)
피에스지대성이산화탄소,(주)피에스지
둘세린캡슐30밀리그램(둘록세틴염산염),동국제약(주)
유소릭정40밀리그램(페북소스타트),한림제약(주)
메모디알정240밀리그램(은행엽건조엑스),(주)한국팜비오
아이스핫크림(수출용),태극제약(주)
크라모넥스포틴건조시럽(아목시실린∙클라불란산칼륨(14:1)),영진약품(주)
"리나탑듀오정2.5/500밀리그램(리나글립틴,메트포르민염산염)",(주)동구바이오제약
뉴페시아정1밀리그램(피나스테리드),(유)한풍제약
듀얼다운정5/80밀리그램,일양약품(주)
브리세탐정100밀리그램(브리바라세탐),삼진제약(주)
"룸제브퀵펜주100단위/밀리리터(인슐린라이스프로,유전자재조합)",한국릴리(유)
"라베프탑정10/400밀리그램(라베프라졸,탄산수소나트륨)",한림제약(주)
프로비타포텐정,(주)시어스제약
멘프란연질캡슐(수출용),(주)동구바이오제약
크녹산주(에녹사파린나트륨),(주)유영제약
플라빅스에이정,(주)사노피-아벤티스코리아
"엑스포지정 5/80밀리그램(암로디핀베실산염, 발사르탄)",한국노바티스(주)
마노엘정,대한뉴팜(주)
알레린액(레보세티리진염산염),주식회사제뉴원사이언스
리세돈정35밀리그램(리세드론산나트륨),한국신텍스제약(주)
진양나파모스타트메실산염주10밀리그램,진양제약(주)
광동리버샷정300(수출용),광동제약(주)
아이플클리어점안액,광동제약(주)
더모프레드크림(프레드니카르베이트),(주)비보존제약
글리플로엠서방정10/1000밀리그램,대우제약(주)
셀트리온아질사르탄클로정40/12.5밀리그램(수출용),(주)셀트리온제약
엔피다트정(두타스테리드),대한뉴팜(주)
비판텐연고(덱스판테놀),바이엘코리아(주)
"엠파그린듀오정12.5/850밀리그램(엠파글리플로진, 메트포르민염산염)",진양제약(주)
"리피듀엣정10/10밀리그램(에제티미브, 아토르바스타틴칼슘삼수화물)",대우제약(주)
유영세프티족심나트륨주1그램(수출용),(주)유영제약
메가원플러스정,하나제약(주)
세파진캡슐250밀리그램(세파클러수화물),아이큐어(주)
네티신주150밀리그램(네틸마이신황산염),신풍제약(주)
"도네티아산5밀리그램(도네페질염산염수화물), 도네티아산10밀리그램(도네페질염산염수화물)",안국약품(주)
엑스포스정5/80밀리그램,익수제약(주)
오스틴퓨시드산나트륨연고(수출명: FURCIDATE Ointment 10g),오스틴제약(주)
정우불환금정기산연조엑스(단미엑스혼합제),정우신약(주)
신신리바스티그민패취5,신신제약(주)
경방연교패독산산(단미엑스혼합제),경방신약(주)
"시스폴점안액(1회용), 시스폴점안액(수출용)",유니메드제약(주)
한신인진호탕산(단미엑스혼합제),(주)한국신약
타타날시럽(이부프로펜)(수출용),안국약품(주)
한신온경탕엑스과립,(주)한국신약
리버만로라부스트액(L-아스파르트산-L-오르니틴),동아제약(주)
에스피씨니자정(니자티딘),에스피씨(주)
더마딥판텐연고(덱스판테놀),신일제약(주)
파이콤파필름코팅정10밀리그램(페람파넬),한국에자이(주)
건닥신주(싸이모신알파1),건일바이오팜주식회사
글리마정100밀리그램(이매티닙메실산염),(주)보령
가쁘레엑스과립(인삼패독산),경방신약(주)
세보프란흡입액(세보플루란),하나제약(주)
큐엘플루주(페라미비르수화물),주식회사큐엘파마
원비디액(중국수출용),일양약품(주)
세비타비겔(니코틴산아미드),동화약품(주)
대한적십자사광주전남혈액원농축혈소판(농축혈소판),대한적십자사광주광역시전라남도혈액원
휴타딘점안액0.1%(올로파타딘염산염),(주)휴메딕스
헤라파시럽(아이비엽70%에탄올유동엑스),(주)비보존제약
토파신정5밀리그램(토파시티닙아스파르트산염),아이큐어(주)
뉴페낙주사2밀리리터(디클로페낙β-디메틸아미노에탄올),아주약품(주)
헤라콜시럽(아이비엽70%에탄올유동엑스),삼천당제약(주)
라파로벨정2밀리그램(시롤리무스),(주)종근당
모리코트연고(모메타손푸로에이트),동광제약(주)
씨투스현탁정50mg(프란루카스트수화물),삼아제약(주)
에피진주50밀리그램(에피루비신염산염)(수출명:Neoquabin for Inj. 50mg)(수출용),한국유나이티드제약(주)
한방파프바로한방고카타플라스마,(주)티디에스팜
코조신정(테라조신염산염수화물)(수출용)(수출명:①Kozosin Tab.②Korus Terazosin HCl Tab.③ Terosin Tab.),한국코러스(주)
안국레보플록사신점안액(수출용),안국약품(주)
유니레이프리필드주사,동국제약(주)
한신주증황련환,(주)한국신약
씨엘팜셀레늄구강용해필름(아셀렌산나트륨오수화물),(주)씨엘팜
테바가바펜퀄캡슐400밀리그램(가바펜틴),(주)한독테바
푸레파레숀에이치헤모로이달크림(수출용)(수출명:Preparation H Hemorrhoidal Cream Maximum Strength Pain Relief),(주)퍼슨
아이빅스시럽(아이비엽70%에탄올유동엑스),(주)일화
옥클리빈나잘스프레이,주식회사제뉴원사이언스
헤모콤플러스연질캡슐(수출명: COMHEMO),일양약품(주)
에슬림정(방풍통성산건조엑스(4.6→1)),(주)옵투스제약
레날도캡슐2.5mg(레날리도마이드)(수출용),광동제약(주)
한국원자력의학원염화탈륨(TI-201)주사액,한국원자력의학원
녹더나설하정50마이크로그램(데스모프레신아세트산염),한국페링제약(주)
