name,manufacturer
베포틴서방정(베포타스틴베실산염),(주)동구바이오제약
"퍼킨정25-250밀리그램(카르비도파,레보도파)",명인제약(주)
스타진정50밀리그램(시타글립틴인산염),경동제약(주)
스타진정100밀리그램(시타글립틴인산염),경동제약(주)
파모컴정,정우신약(주)
앱시토정40밀리그램(펙수프라잔염산염),한올바이오파마(주)
파이브로정400밀리그램(피르페니돈),영진약품(주)
텔미린정40밀리그램(텔미사르탄),한국프라임제약(주)
두타리드정0.5밀리그램(두타스테리드),(주)동구바이오제약
"시글립틴엠정50/850밀리그램(시타글립틴염산염수화물, 메트포르민염산염콜로이드성이산화규소)",(주)메디카코리아
프리비투스현탁액(레보클로페라스틴펜디조산염),대원제약(주)
엘리퀴스정2.5밀리그램(아픽사반),(유)한국비엠에스제약
라베정20밀리그램(라베프라졸나트륨),(주)서울제약
포디엠정2/500밀리그램,대화제약(주)
콜민-에이정,영진약품(주)
"클락신정(클래리트로마이신)(수출명:OnexidTabs.,OrokinTabs.)",한국유나이티드제약(주)
지나틴캡슐(니자티딘)_x000D_,한국유니온제약(주)
"제이리브현탁액(L-류신,L-발린,L-이소류신)",제이더블유중외제약(주)
자티놀캡슐150밀리그램(니자티딘),아주약품(주)
바로콜-에프캡슐,미래바이오제약(주)
시타티딘듀오엑스알서방정50/500밀리그램,(주)티디에스팜
"다콤시타정10/100밀리그램(다파글리플로진, 시타글립틴)",광동제약(주)
아트정,알보젠코리아(주)
건피타정1밀리그램(피타바스타틴칼슘),건일바이오팜주식회사
대웅바이오티옥트산에이치알정600밀리그램,대웅바이오(주)
인히플라정(클로피도그렐황산염),경동제약(주)
조스정1밀리그램(에스조피클론),명인제약(주)
아리트정23밀리그램(도네페질염산염수화물),한국프라임제약(주)
발사텍정80밀리그램(발사르탄),대원바이오텍주식회사
아젯듀오정10/40밀리그램,(주)녹십자
아네린정,일양약품(주)
쿠에티나정25밀리그램(쿠에티아핀푸마르산염),익수제약(주)
타미날서방캡슐0.4밀리그램(탐스로신염산염),주식회사제뉴원사이언스
파티딘정20mg(파모티딘),경진제약(주)
아로세트정5밀리그램(도네페질염산염수화물),삼남제약(주)
"아토바진플러스정10/40밀리그램(에제티미브,아토르바스타틴칼슘삼수화물)",영진약품(주)
에프람정10밀리그램(에스시탈로프람옥살산염),환인제약(주)
피펠트로정(도라비린),한국엠에스디(주)
빅코민백골드정,미래바이오제약(주)
에펜서방정(에페리손염산염),경동제약(주)
라바졸정20밀리그램(라베프라졸나트륨),(주)보령바이오파마
제이가바캡슐75밀리그램(프레가발린),제일약품(주)
이노엔아벨탄플러스정150/12.5밀리그램,에이치케이이노엔(주)
리피아젯정10/40밀리그램,(주)보령바이오파마
두타시아정0.5밀리그램(두타스테리드),유니메드제약(주)
클로드린정(클로피도그렐황산염),독립바이오제약(주)
모사에이블정5밀리그램(모사프리드시트르산염수화물),에스에스팜(주)
도베스정(도베실산칼슘수화물),(주)킵스바이오파마
에스엠듀오정20/800밀리그램,(주)마더스제약
다림클로피도그렐정75mg(클로피도그렐황산수소염),(주)다림바이오텍
독실리움정500밀리그램(도베실산칼슘수화물),삼일제약(주)
리마트정(리마프로스트알파덱스),한국코러스(주)
제뉴원오셀타미캡슐75밀리그램(오셀타미비르인산염),주식회사제뉴원사이언스
일양타다라필정20mg(타다라필),일양약품(주)
나프바스정75mg(나프토피딜),한국휴텍스제약(주)
휴니즈니자티딘캡슐150mg,(주)휴온스메디텍
라베젠정10밀리그램(라베프라졸나트륨),(주)셀릭스
아토코마연질캡슐5/1000밀리그램,한국휴텍스제약(주)
리리카CR서방정330밀리그램(프레가발린),비아트리스코리아(주)
징코필정80밀리그램(은행엽건조엑스),풍림무약(주)
"엠파벡스정12.5/850밀리그램(엠파글리플로진,메트포르민염산염)",(주)서울제약
"엠포가듀오정5/1000밀리그램(엠파글리플로진, 메트포르민염산염)",삼천당제약(주)
제이케이(JK)구강용해필름10밀리그램(타다라필),하나제약(주)
"포시아정10/100밀리그램(다파글리플로진,시타글립틴)",(주)중헌제약
메가비텐프리미엄정,동국제약(주)
케이레어정10밀리그램(몬테루카스트나트륨),주식회사케이에스제약
듀얼로우정60/2.5밀리그램,한국유니온제약(주)
피나젠정5밀리그램(피나스테리드),제일약품(주)
싱귤몬정10밀리그램(몬테루카스트나트륨),동국제약(주)
나제아주사액0.3밀리그램(라모세트론염산염),한국다이이찌산쿄(주)
몬티딘정25밀리그램(레보설피리드),일양약품(주)
센쥬씨엘점안액,제이더블유중외제약(주)
나미솔크림(테르비나핀염산염),경남제약(주)
칸데모어정16밀리그램(칸데사르탄실렉세틸),(주)종근당
시타티딘듀오엑스알서방정50/1000밀리그램,(주)티디에스팜
징코탑정(은행엽건조엑스),(주)테라젠이텍스
메가텔미클정80/12.5밀리그램,(주)엘앤씨바이오
삼성몬테루카스트정10밀리그램(몬테루카스트나트륨),삼성제약(주)
더블스타정40/5밀리그램,(주)티디에스팜
유비펜캡슐,(주)휴온스생명과학
코트랄엑스엘정(알푸조신염산염),주식회사제뉴원사이언스
에스벤서방정25밀리그램(데스벤라팍신벤조산염),명인제약(주)
아스테린정(아스피린),성원애드콕제약(주)
디피원정10밀리그램(다파글리플로진프로판디올수화물),(주)다림바이오텍
엑스아토르정5/80/10밀리그램,한국휴텍스제약(주)
후루날캡슐(플루코나졸),한국유니온제약(주)
명문글리코피롤레이트정,명문제약(주)
바리드정(레바미피드),삼남제약(주)
에피손정(에페리손염산염),대한뉴팜(주)
록솔정(암브록솔염산염),삼아제약(주)
현대테노레틱정,현대약품(주)
가네카정,지엘파마(주)
알레진정10밀리그램(에피나스틴염산염),(주)메디카코리아
테네리엠서방정10/500밀리그램,경동제약(주)
다파프로정5밀리그램(다파글리플로진포르메이트),동아에스티(주)
아모르탄알정5/80/5밀리그램,(주)씨엠지제약
아젤블럭정16밀리그램(아젤니디핀),(주)인트로바이오파마
제이가바캡슐25밀리그램(프레가발린),제일약품(주)
메가콘로엠정,(주)마더스제약
마빅스정20mg(메만틴염산염),오스틴제약(주)
유미칼디정,(주)한국파비스제약
프레야지정60밀리그램(다폭세틴염산염),알리코제약(주)
가바론틴캡슐300밀리그램(가바펜틴),엔비케이제약(주)
가스핀정(모사프리드시트르산염수화물),위더스제약(주)
듀비메트에스서방정0.25/50/750밀리그램,(주)종근당
미니마코연질캡슐500밀리그램(오메가-3-산에틸에스테르90),(주)다산제약
아진팜케이정,일양약품(주)
휴디앙정10밀리그램(엠파글리플로진),(주)휴온스
로바타린정10밀리그램(로수바스타틴칼슘),독립바이오제약(주)
로바타린정20밀리그램(로수바스타틴칼슘),독립바이오제약(주)
토피메이트정25밀리그램(토피라메이트),(주)테라젠이텍스
"세비루카정5/40밀리그램(암로디핀,올메사르탄)",대웅바이오(주)
듀얼로우정30/2.5밀리그램,한국유니온제약(주)
글리시타정25밀리그램(시타글립틴염산염수화물),(주)동구바이오제약
미카탄플러스정40/12.5밀리그램,알보젠코리아(주)
제뉴원텔미사르탄정80밀리그램(텔미사르탄),주식회사제뉴원사이언스
제뉴원텔미사르탄정40밀리그램(텔미사르탄),주식회사제뉴원사이언스
쎌레코캡슐(세레콕시브),(주)팜젠사이언스
록스탑정(록시트로마이신),(주)팜젠사이언스
패감산과립(인삼패독산),한솔신약(주)
모록사신점안액0.5%(목시플록사신염산염),한미약품(주)
에스토람정10밀리그램(에스시탈로프람옥살산염),명문제약(주)
베라칸서방캡슐37.5밀리그램(벤라팍신염산염),대웅바이오(주)
로수잘정10밀리그램(로수바스타틴칼슘),(주)새한제약
이연클래리트로마이신정500밀리그램,이연제약(주)
비카원스정5/40밀리그램,(주)킵스바이오파마
로바로우정1밀리그램(피타바스타틴칼슘),한국휴텍스제약(주)
사포그렐서방정(사르포그렐레이트염산염),(주)화이트생명과학
테넬라정20밀리그램(테네리글립틴염산염수화물),(주)다림바이오텍
미녹신정5밀리그램(미녹시딜),건일바이오팜주식회사
듀카브플러스정60/5/12.5밀리그램,(주)보령
한화리바록사반정2.5밀리그램,한화제약(주)
하이페질정23밀리그램(도네페질염산염일수화물),현대약품(주)
지노칼골드정,삼남제약(주)
트라케이정(리나글립틴),주식회사제뉴원사이언스
미리콜연질캡슐,(주)알피바이오
프리야구강용해필름50밀리그램(실데나필),알보젠코리아(주)
마이암부톨제피정400밀리그램(에탐부톨염산염),(주)유한양행
원살탄정(로사르탄칼륨),대원제약(주)
후릭소타이드디스커스250마이크로그램(플루티카손프로피오네이트(미분화)),(주)글락소스미스클라인
경보카르베딜롤정,(주)경보제약
프레반탄연고(아세폰산메칠프레드니솔론),대원제약(주)
암로스핀정(암로디핀베실산염),동국제약(주)
비트리모정,조아제약(주)
아마릴-멕스서방정2/500밀리그램,(주)한독
젠시닙정5밀리그램(토파시티닙시트르산염),알보젠코리아(주)
리피스틴정20밀리그램(아토르바스타틴칼슘삼수화물),부광약품(주)
라토가정10밀리그램(라푸티딘),한올바이오파마(주)
오스코나졸캡슐(플루코나졸),(주)오스코리아제약
듀라셋세미정,영일제약(주)
테리본피하주사56.5마이크로그램(테리파라타이드아세트산염),동아에스티(주)
일성세프트리악손주500밀리그램(세프트리악손나트륨수화물),일성아이에스(주)
타미포스캡슐75밀리그램(오셀타미비르인산염),일성아이에스(주)
타미포스현탁용분말6mg/mL(오셀타미비르인산염),일성아이에스(주)
젠탈정,(주)셀릭스
셀로디핀정(암로디핀베실산염),(주)텔콘알에프제약
메가네슘주10%(황산마그네슘수화물),(주)녹십자웰빙
소멕스정(칼리디노게나제),(주)셀트리온제약
테리아엠서방정10/500밀리그램,구주제약(주)
아젤블럭정8밀리그램(아젤니디핀),(주)인트로바이오파마
"오로텐션정10/40밀리그램(암로디핀베실산염, 올메사르탄메독소밀)",고려제약(주)
프리트윈정80/5밀리그램,동국제약(주)
비맥스메타정,(유)한풍제약
엑사디핀정5/160밀리그램,(주)에이프로젠바이오로직스
뉴프람오디정5밀리그램(에스시탈로프람옥살산염),명인제약(주)
비맥스에버프리미엄정,(유)한풍제약
휴맥톤정240밀리그램(은행엽건조엑스),(주)휴온스메디텍
세다큐업코프연질캡슐,경남제약(주)
"엠포가듀오정5/850밀리그램(엠파글리플로진, 메트포르민염산염)",삼천당제약(주)
"엠포가듀오정12.5/1000밀리그램(엠파글리플로진, 메트포르민염산염)",삼천당제약(주)
로제텔핀정40/20/10/5밀리그램,(주)녹십자
아리피졸정10밀리그램(아리피프라졸),환인제약(주)
텔미노바정80/5mg,대우제약(주)
크레아진플러스정10/10mg,영진약품(주)
위트리정150밀리그램(트리메부틴말레산염),동국제약(주)
씨엠지은교산캡슐,(주)씨엠지제약
도베코정500밀리그램(도베실산칼슘수화물),(주)옵투스제약
리바스톤캡슐1.5밀리그램(리바스티그민타르타르산염),진양제약(주)
아록시캄캡슐7.5밀리그램(멜록시캄),(주)아리제약
"디포테리엠서방정20/1000밀리그램(테네리글립틴염산염수화물, 메트포르민염산염)",이연제약(주)
비엘페질정10밀리그램(도네페질염산염수화물),(주)씨엘팜
비엘페질정5밀리그램(도네페질염산염수화물),(주)씨엘팜
속시탈정,현대약품(주)
뮤라텐캡슐100밀리그램(아세틸시스테인),주식회사더유제약
비엘티로미정100mg(티로프라미드염산염),(주)라이트팜텍
비파인정,메딕스제약(주)
쎄라펜캡슐200밀리그램(세레콕시브),안국뉴팜(주)
아토로민정10밀리그램(아토르바스타틴칼슘삼수화물),현대약품(주)
랙스정2밀리그람(글리메피리드),삼남제약(주)
테네그린듀오서방정10/750밀리그램,진양제약(주)
일양정로환에프정,일양약품(주)
종근당토피라메이트서방정25밀리그램,(주)종근당
종근당토피라메이트서방정50밀리그램,(주)종근당
이노엔피나스테리드정1밀리그램,에이치케이이노엔(주)
시디포엠정50/500밀리그램,동광제약(주)
스피틴정40밀리그램(아토르바스타틴칼슘삼수화물),(주)대웅제약
써큐징코연질캡슐(수출용),미래바이오제약(주)
타가메트주사(시메티딘),(주)유한양행
실버셉트오디정5밀리그램(도네페질염산염수화물),명인제약(주)
벤토린에보할러(살부타몰황산염),(주)글락소스미스클라인
신플랙스세미정(나프록센)(수출용),(주)한국피엠지제약
용표원방우황청심원액(사향대체물질함유),익수제약(주)
로사르젠플러스정,(주)셀릭스
예스오메정40밀리그램(에스오메프라졸마그네슘삼수화물),(주)한국파비스제약
닥스펜시럽(덱시부프로펜),(주)바이넥스
칸사타정16밀리그램(칸데사르탄실렉세틸),경동제약(주)
싱귤맥스속붕정4밀리그램(몬테루카스트나트륨),제이더블유중외제약(주)
엘리아겔(아다팔렌),신일제약(주)
모니트정350밀리그램(모니플루메이트),(주)하원제약
카이로핀정(에스암로디핀베실산염2.5수화물),대화제약(주)
싱카스트츄정4밀리그램(몬테루카스트나트륨),(주)유한양행
아나퍼지정5/80밀리그램,아주약품(주)
엑스듀오정5/160mg,국제약품(주)
마르틴정625밀리그램(아목시실린수화물·묽은클라불란산칼륨(4:1)),미래바이오제약(주)
애니펜정150밀리그람(덱시부프로펜),안국약품(주)
알레드정(세티리진염산염),일양약품(주)
중외옥시토신주,제이더블유중외제약(주)
듀파스톤정(디드로게스테론),한국애보트(유)
듀락칸시럽(락툴로오즈농축액),제이더블유중외제약(주)
쎄로켈서방정200밀리그램(쿠에티아핀푸마르산염),알보젠코리아(주)
"쎄로켈서방정400밀리그램(쿠에티아핀푸마르산염_x000D_
)",알보젠코리아(주)
덴트미정(옥수수불검화정량추출물),광동제약(주)
"시타플러스서방정100/1000밀리그램(시타글립틴,메트포르민)",(주)씨엠지제약
"시타플러스서방정50/500밀리그램(시타글립틴,메트포르민)",(주)씨엠지제약
트라부틴정(트리메부틴말레산염),경남제약(주)
에너제어흡입용캡슐150/50/160마이크로그램,한국노바티스(주)
건피타정2밀리그램(피타바스타틴칼슘),건일바이오팜주식회사
도넵트정10밀리그램(도네페질염산염수화물),(주)비씨월드제약
텔미콤정80/5밀리그램,독립바이오제약(주)
미피드정(레바미피드),(주)팜젠사이언스
대웅바이오록소프로펜정(록소프로펜나트륨수화물),대웅바이오(주)
딜라트롤정(카르베딜롤),(주)휴온스메디텍
솔레나신정10밀리그램(솔리페나신숙신산염),(주)비보존제약
트로셋세미정,(주)서울제약
모니락시럽(락툴로오스농축물)(수출용),일동제약(주)
로수바미브정10/5밀리그램,(주)유한양행
카레인정50단위(칼리디노게나제),(주)테라젠이텍스
록스핀정(록소프로펜나트륨수화물),한국유나이티드제약(주)
에이치-유정100밀리그램(실데나필시트르산염),안국약품(주)
트리멘정(트리메부틴말레산염),(주)이든파마
아나콕스캡슐200밀리그램(세레콕시브),아주약품(주)
명문알프라졸람정0.5밀리그램,명문제약(주)
플루졸캡슐(플루코나졸),알리코제약(주)
"티티아민정(수출명:JECOMVITA TABLET, BEEFIXIMIN TABLET)",한국휴텍스제약(주)
젤콤정(플루벤다졸),(주)종근당
메바로친정20밀리그램(프라바스타틴나트륨),에이치케이이노엔(주)
아세트라셋정,풍림무약(주)
파이브로정600밀리그램(피르페니돈),영진약품(주)
이소졸정(에스오메프라졸마그네슘삼수화물),오스틴제약(주)
서울페북소스타트정40밀리그램,(주)서울제약
쎄레브린즈캡슐200밀리그램(세레콕시브),제일약품(주)
디페라민정,(주)팜젠사이언스
레피드정(레바미피드),아이큐어(주)
노바멜라인장용정45밀리그램(브로멜라인),주식회사 노바엠헬스케어
포슈벳듀오서방정10/500밀리그램,주식회사제뉴원사이언스
레리진정5밀리그램(레보세티리진염산염),(주)유한양행
도네그린정5밀리그램(도네페질염산염수화물),(주)시어스제약
테네립틴정20밀리그램(테네리글립틴염산염수화물),에이치엘비제약(주)
"자디엠파듀오정12.5/850밀리그램(엠파글리플로진,메트포르민염산염)",대웅바이오(주)
지엘피록시캄캡슐10밀리그램,지엘파마(주)
영진멘탁스크림(부테나핀염산염),영진약품(주)
알보젠돔페리돈정,알보젠코리아(주)
파누스정240밀리그램(은행엽건조엑스),삼진제약(주)
엔티테리드정5밀리그램(피나스테리드),(주)셀비온
일동라푸티딘정10밀리그램,일동제약(주)
에스카브정30/2.5밀리그램,(주)동구바이오제약
타리민서방정(베포타스틴베실산염),영진약품(주)
니세린정30밀리그램(니세르골린),현대약품(주)
밀타정7.5밀리그램(미르타자핀),명인제약(주)
다파엔듀오서방정5/1000밀리그램,에이치케이이노엔(주)
트리루스트라크림,주식회사제뉴원사이언스
칸데탄플러스정,(주)경보제약
글루타존정(피오글리타존염산염),(주)일화
미카탄플러스정80/12.5밀리그램,알보젠코리아(주)
크레온캡슐40000(판크레아스 분말),한국애보트(유)
파메졸캡슐50밀리그램(플루코나졸),건일바이오팜주식회사
피타큐정4밀리그램(피타바스타틴칼슘),일동제약(주)
하이피오정(피오글리타존염산염),(주)화이트생명과학
메가클린연질캡슐,명문제약(주)
클린파워연질캡슐,명문제약(주)
그리마린엠정2/500밀리그램,(주)하원제약
글로덱시정300mg(덱시부프로펜),(주)킵스바이오파마
두캅스에이연질캡슐,(주)알피바이오
코비안에스정,삼아제약(주)
콜콜에스캡슐,조아제약(주)
목시트라점안액(목시플록사신염산염),(주)바이넥스
하이드라섹산30mg(라세카도트릴),한국애보트(유)
크린조(염화나트륨),제이더블유중외제약(주)
메수리드정(니메술리드),제이더블유중외제약(주)
루트펜325밀리그램정(아세트아미노펜),(주)바이넥스
타스멘정(아세트아미노펜),대우제약(주)
코러스케토코나졸정(수출용),한국코러스(주)
타메리돈정(돔페리돈말레산염)(수출용),아주약품(주)
아리제트정10밀리그램(도네페질염산염수화물),영일제약(주)
"라비듀오정10/500밀리그램(라베프라졸나트륨,탄산수소나트륨)",동아에스티(주)
징코짱정120밀리그램(은행엽건조엑스),미래바이오제약(주)
"베아레인점안액0.1%(히알루론산나트륨)(1회용), 베아레인점안액0.1%(히알루론산나트륨)",대웅바이오(주)
본마린주(콜레칼시페롤),구주제약(주)
"큐알론점안액(히알루론산나트륨)(1회용), 큐알론점안액(히알루론산나트륨)",국제약품(주)
"슈가트리서방정5/10/1000밀리그램(에보글립틴,다파글리플로진,메트포르민염산염)",동아에스티(주)
제이포지정10/160밀리그램,제일약품(주)
리피스틴정10밀리그램(아토르바스타틴칼슘삼수화물),부광약품(주)
세레콕스캡슐(세레콕시브),명문제약(주)
글로실린정625mg,(주)킵스바이오파마
콜콜은교캡슐(은교산),조아제약(주)
플루테롤흡입용캡슐100/50,한미약품(주)
본비스정150밀리그램(이반드론산나트륨일수화물),(주)팜젠사이언스
알로네이트플러스정,(주)팜젠사이언스
이부날시럽(이부프로펜),(주)팜젠사이언스
세파록스캡슐(세파클러수화물),한국휴텍스제약(주)
비타리본정,대원바이오텍주식회사
피타에스정2밀리그램(피타바스타틴칼슘),삼아제약(주)
아시클정200밀리그램(아시클로버),건일바이오팜주식회사
콜린세레이트정(콜린알포세레이트),(주)비보존제약
큐어콜연질캡슐,아이큐어(주)
쎄레브린즈캡슐100밀리그램(세레콕시브),제일약품(주)
스트롱셋정,삼성제약(주)
아토잘정10밀리그램(아토르바스타틴칼슘삼수화물),(주)새한제약
브롤라인장용정(브로멜라인),대화제약(주)
마이본정,(주)킵스바이오파마
아세트라셋세미서방정,풍림무약(주)
코시원큐캡슐,신일제약(주)
알마인정(알마게이트),(주)인트로바이오파마
자디스정25밀리그램(엠파글리플로진),하나제약(주)
로스텔플러스정80/5/10밀리그램,삼천당제약(주)
시타콤비엑스알서방정100/1000밀리그램,일동제약(주)
아루카정10밀리그램(몬테루카스트나트륨),(주)아리제약
훼스탈슈퍼자임정,(주)한독
리팜핀캡슐300밀리그램(리팜피신)(수출명:리팜메디코),(주)유한양행
세파캡슐250mg(세파클러수화물),조아제약(주)
크로피렐정(클로피도그렐황산수소염),(주)유영제약
휴온스아목시크라정(아목시실린수화물·묽은클라불란산칼륨),(주)휴온스
가모틴정(모사프리드시트르산염수화물),(주)일화
그랑페롤연질캡슐400아이유(비타민이프리퍼레이션)(군납명:토코페롤연질캡슐400아이유100캡슐),(주)유한양행
포스페넴주1그램(메로페넴삼수화물),제이더블유중외제약(주)
쎄이네슘연질캡슐,한미약품(주)
에페솔정(에페리손염산염),오스틴제약(주)
아놀렉스정50밀리그램(아테놀롤),(주)씨엠지제약
렙필정250밀리그램(레비티라세탐),한림제약(주)
테네글립엠서방정10/750밀리그램,(주)마더스제약
록사렉스서방정75밀리그램(록사티딘아세테이트염산염),(주)팜젠사이언스
케어벡정400밀리그램(이매티닙메실산염),에이치케이이노엔(주)
노바멜라인장용정100밀리그램(브로멜라인),주식회사 노바엠헬스케어
"아토바미브정10/5밀리그램(에제티미브, 아토르바스타틴칼슘삼수화물)",(주)유한양행
에모젠정,(주)인트로바이오파마
펜클리어맥스정,(주)팜젠사이언스
포펜정,한국신텍스제약(주)
플루코팜정150밀리그램(플루코나졸),일동제약(주)
진코빌정240밀리그램(은행엽건조엑스),건일바이오팜주식회사
스토락틴정10mg(라푸티딘),일양약품(주)
이글라딘정2밀리그램(이르소글라딘말레산염),건일바이오팜주식회사
코발맥정,(주)다림바이오텍
셀트리온클래리트로마이신정250밀리그램,(주)셀트리온제약
바로닉신정125밀리그램(클로닉신리시네이트),(주)에이프로젠바이오로직스
넥소칸정20밀리그램(에스오메프라졸마그네슘이수화물),(주)경보제약
레블리킨캡슐15밀리그램(레날리도마이드),(주)보령
테네로틴엠서방정20/1000밀리그램,케이엠에스제약(주)
텔카디플러스정80/12.5밀리그램,(주)일화
엘탄서방정60밀리그램(묽은이소소르비드일질산염),에리슨제약(주)
레미닐피알서방캡슐8밀리그램(갈란타민브롬화수소산염),클리니젠코리아(유)
제니세르정10밀리그램(니세르골린),알보젠코리아(주)
현대플루옥세틴캡슐10밀리그램(플루옥세틴염산염),현대약품(주)
진코에이정240밀리그램(은행엽건조엑스),엔비케이제약(주)
자누다움엠정50/1000밀리그램,대웅바이오(주)
듀오크라네오건조시럽(아목시실린-클라불란산칼륨(14:1)),고려제약(주)
엑스메트정50/500밀리그램,주식회사제뉴원사이언스
엑스로탄정5/80밀리그램,(주)넥스팜코리아
락티손에이취씨현탁액1%(히드로코르티손),제이더블유신약(주)
"란사톤듀오정30/600밀리그램(란소프라졸, 침강탄산칼슘)",하나제약(주)
로메탄에이치씨티정10/40/12.5밀리그램,(주)제뉴파마
소니펜시럽(덱시부프로펜),제이더블유신약(주)
디카돌정,한국프라임제약(주)
콘맥스정,삼진제약(주)
펠로오디정10밀리그램 ( 메만틴염산염 ),명인제약(주)
클라리틴정(로라타딘),바이엘코리아(주)
시타정50밀리그램(시타글립틴인산염수화물),한미약품(주)
얼리다정(아팔루타마이드),(주)한국얀센
엔피셀렌씨정,대한뉴팜(주)
두타리모정0.2밀리그램(두타스테리드),(주)대웅제약
디멘골린정10밀리그램(니세르골린),(주)다산제약
"라베뉴정10/500밀리그램(라베프라졸나트륨,탄산수소나트륨)",영진약품(주)
레일론정,동국제약(주)
디프맥스캡슐10밀리그램(플루옥세틴염산염),(주)라이트팜텍
씨투원정50밀리그램(프란루카스트수화물),대웅바이오(주)
제이더블유레보플록사신주,제이더블유생명과학(주)
발디핀정5/160밀리그램,경동제약(주)
악템라피하주사162밀리그램(토실리주맙)(유전자재조합),제이더블유중외제약(주)
케비란정0.5밀리그램(엔테카비르),한국유나이티드제약(주)
알피레보플록사신정100밀리그램(레보플록사신수화물),(주)알피바이오
렙티진정(레보세티리진 염산염),한화제약(주)
동성심바스타틴정,동성제약(주)
올로프리정(올로파타딘염산염),(주)휴온스
핀카정(피나스테리드),대원제약(주)
징코로민정(은행엽건조엑스),명문제약(주)
로스텔정80/10밀리그램,삼천당제약(주)
올멕정20밀리그램(올메사탄메독소밀),제이더블유중외제약(주)
"휴온스트라넥사민주사250mg(수출명:TRANEX INJ.EXAMIN INJ., Citranex Inj.)",(주)휴온스
펜톨민주사(펜토라민메실레이트),이연제약(주)
푸루나졸주(플루코나졸)(수출명:FULKAZIL0.2%),(주)대웅제약
콜스탑연질캡슐,(주)알피바이오
란프롤정(란소프라졸)(수출용),명문제약(주)
엑코피진정(레보드로프로피진),(주)휴온스
"엠플진메트서방정12.5/1000밀리그램(엠파글리플로진, 메트포르민염산염)",동국제약(주)
신노바핀정(암로디핀베실산염),신일제약(주)
트랜미정,(주)아이월드제약
알지엔스피드연질캡슐10밀리그램(세티리진염산염),(주)대웅제약
록소나카타플라스마(록소프로펜나트륨수화물)_x000D_,대화제약(주)
제이폴민정500밀리그램(메트포르민염산염),제일약품(주)
비타씬포르테엠정,조아제약(주)
쎄르펜캡슐(세레콕시브),맥널티제약(주)
피나트라정5밀리그램(피나스테리드),한미약품(주)
씨엠지로수바스타틴정20mg(로수바스타틴칼슘),(주)씨엠지제약
피나스칸정5mg(피나스테리드),(주)킵스바이오파마
엑스펙토시럽5%(카르보시스테인),(주)팜젠사이언스
스피리바레스피맷(티오트로퓸브롬화물수화물),한국베링거인겔하임(주)
디엠정(돔페리돈말레산염),한국휴텍스제약(주)
초당은교산캡슐,초당약품공업(주)
파인다제정,풍림무약(주)
오뉴페시아정1밀리그램(피나스테리드),미래바이오제약(주)
다파로엠서방정10/500밀리그램,한림제약(주)
클피그렐정(클로피도그렐황산염),(주)다산제약
노바로핀정(암로디핀말레산염),제이더블유신약(주)
다비움정,제이더블유신약(주)
발그리아정100밀리그램(실데나필시트르산염),제이더블유신약(주)
토바스틴정(아토르바스타틴칼슘삼수화물),(주)셀트리온제약
토탈코프플루연질캡슐,코스맥스파마(주)
에카슬림정,조아제약(주)
모바나정0.2밀리그램(두타스테리드),(주)유한양행
"몬테레진정(몬테루카스트나트륨,레보세티리진염산염)",코스맥스파마(주)
다파칸메트서방정10/1000밀리그램,(주)경보제약
발디핀정10/160밀리그램,경동제약(주)
브이디핀정10/160mg,위더스제약(주)
브이디핀정5/80mg,위더스제약(주)
테네글리틴엠서방정20/1000밀리그램,(주)한국파비스제약
아세브로필캡슐100밀리그램(아세브로필린),일성아이에스(주)
"답플로엠서방정10/1000밀리그램(다파글리플로진프로판디올수화물,메트포르민염산염)",영진약품(주)
마시텐정10밀리그램(마시텐탄),삼진제약(주)
페리콤파정12밀리그램(페람파넬(미분화)),명인제약(주)
환인메만틴정5밀리그램(메만틴염산염),환인제약(주)
"픽토진정10/30밀리그램(다파글리플로진,피오글리타존)",경동제약(주)
포말리킨캡슐3밀리그램(포말리도마이드),(주)보령
글루타에스정,(주)대웅제약
텔미건정40mg(텔미사르탄),건일바이오팜주식회사
다파그린지정10/4밀리그램,진양제약(주)
엑시글루에스정,(주)종근당
제비닉스정200밀리그램(에슬리카르바제핀아세테이트(미분화)),환인제약(주)
리트모놈SR서방캡슐425밀리그램(프로파페논염산염),한국애보트(유)
제이트롤현탁액(메게스트롤아세테이트),제이더블유중외제약(주)
사플라그정(사르포그렐레이트염산염),한국휴텍스제약(주)
프로코라란정5밀리그램(이바브라딘염산염),한국세르비에(주)
환인벤즈트로핀정(벤즈트로핀메실산염),환인제약(주)
다파원엠서방정5/500밀리그램,대원제약(주)
다파원정5mg(다파글리플로진시트르산),대원제약(주)
리마드린정(리마프로스트알파덱스),독립바이오제약(주)
테넬리탁듀오서방정10/500밀리그램,(주)라이트팜텍
휴티렌투엑스정(애엽95%에탄올연조엑스(20→1)),한국휴텍스제약(주)
사포겔정(사르포그렐레이트염산염),(주)경보제약
아토노바정5/20밀리그램,건일바이오팜주식회사
알레론플러스디정,에이치엘비제약(주)
파워맥스비정,성이바이오제약주식회사
"알리엠정10/5밀리그램(엠파글리플로진,리나글립틴)",알리코제약(주)
"휴시글로엠서방정5/50/1000밀리그램(다파글리플로진, 시타글립틴, 메트포르민)",(주)휴온스
리플록신정500밀리그램(레보플록사신수화물),건일바이오팜주식회사
뉴로고린정10밀리그램(니세르골린),고려제약(주)
아세콜연질캡슐(콜린알포세레이트),진양제약(주)
